1,2
2,5
3,5
4,1
5,1
5,2
5,8
6,3
6,2
7,3
7,2
8,5
8,26
8,11
9,5
9,13
9,26
10,4
10,18
10,26
11,2
11,8
12,2
13,2
14,2
14,12
15,2
15,22
15,8
15,19
15,17
15,18
16,2
16,23
17,2
17,8
18,2
18,7
18,6
19,2
19,23
20,2
20,22
20,9
21,2
21,8
22,2
22,12
23,2
23,8
24,2
24,8
25,2
25,8
25,19
26,2
26,8
26,7
26,25
27,2
27,8
27,7
28,2
28,8
29,2
30,2
30,8
31,2
32,2
33,2
34,2
35,2
35,23
36,2
36,8
37,2
37,1
38,2
39,2
39,8
40,2
40,8
41,2
41,8
42,2
42,26
42,24
43,2
44,2
44,24
44,6
44,25
45,2
45,8
46,2
46,9
47,2
47,8
48,2
48,26
49,2
49,12
50,2
50,7
50,8
51,2
51,24
52,2
52,24
53,2
53,8
54,2
54,8
55,2
55,12
56,2
56,8
57,2
57,8
58,2
58,15
59,2
59,8
60,2
60,8
61,2
61,8
62,2
62,27
62,22
62,12
62,8
63,2
63,8
64,2
64,4
65,2
65,8
65,12
66,2
66,23
66,12
67,2
67,8
68,4
69,2
69,7
70,2
70,7
71,2
71,8
72,2
72,8
73,2
73,16
73,11
74,2
74,11
75,2
75,18
75,26
76,2
76,8
77,2
77,4
78,2
79,2
79,27
80,2
81,2
82,2
82,9
83,2
83,6
83,8
84,2
84,8
85,2
85,6
85,8
85,10
85,18
86,2
86,23
87,2
87,4
88,2
88,24
89,2
89,5
90,2
91,2
91,7
92,2
92,6
92,24
93,2
93,6
93,8
94,4
95,2
95,18
96,2
96,12
97,2
97,6
98,5
98,6
98,7
98,26
99,5
99,18
100,18
100,6
100,19
100,17
101,5
101,11
102,5
102,2
102,7
103,18
103,17
104,5
104,17
105,5
105,2
106,5
106,9
107,5
107,2
107,18
107,7
107,12
108,5
108,2
108,4
108,26
109,5
110,5
110,8
111,5
111,18
111,26
112,5
112,26
113,5
113,2
113,7
113,26
114,5
114,23
115,5
115,7
116,5
116,7
116,14
116,8
116,19
117,5
117,8
118,5
118,8
119,5
119,6
120,5
120,6
120,24
121,5
121,8
122,5
122,12
123,5
124,5
124,4
124,16
124,18
125,5
125,2
125,18
125,26
125,12
126,5
126,22
126,8
126,29
127,5
128,18
129,5
129,8
130,5
130,16
130,28
131,5
131,27
131,22
131,9
132,18
133,30
134,5
134,12
135,5
135,18
136,5
136,2
137,6
137,29
137,11
137,31
138,5
138,15
139,5
139,2
139,26
139,7
140,5
140,23
141,5
141,2
141,18
142,5
143,5
144,5
144,23
145,5
145,26
146,30
147,5
148,5
148,12
149,5
149,27
150,5
150,6
150,8
151,5
151,6
152,5
152,7
152,26
153,5
154,5
154,2
154,7
155,5
156,5
156,18
157,5
157,6
157,14
158,5
158,8
159,5
159,8
159,19
160,5
160,8
160,24
160,10
161,5
161,8
161,18
162,5
162,9
163,5
163,8
164,5
164,7
165,5
165,7
166,5
167,5
167,7
167,8
168,18
168,6
168,17
168,19
169,5
169,8
170,5
170,8
171,5
171,14
171,21
172,5
172,8
172,19
173,5
173,14
174,5
174,6
175,5
175,21
176,5
176,16
177,5
177,8
178,5
178,7
179,5
179,16
180,3
181,5
181,22
181,20
181,21
181,8
181,6
182,5
182,8
183,5
183,8
184,5
184,11
185,5
185,8
186,5
186,11
187,5
188,5
188,2
189,5
189,8
190,5
190,8
190,2
191,5
191,18
192,5
192,12
193,5
193,1
194,5
194,8
195,5
195,8
196,5
196,9
197,5
197,8
198,5
198,8
198,11
198,10
199,5
199,4
200,5
200,8
201,5
201,24
201,26
202,5
203,5
203,8
204,5
204,6
204,9
205,5
205,8
205,12
206,5
206,8
206,16
207,5
207,22
207,8
208,5
208,8
209,5
209,8
210,5
210,12
211,5
211,8
212,5
212,8
213,5
213,8
214,5
214,8
215,5
215,22
215,19
216,5
216,8
217,5
217,8
218,5
219,5
219,8
219,7
220,5
220,20
221,4
221,18
221,24
221,8
222,5
222,8
223,5
223,8
224,5
225,5
225,18
225,2
226,5
226,8
226,14
226,21
227,5
227,2
227,18
228,5
228,15
229,5
229,8
229,19
230,5
231,5
231,4
232,5
232,8
232,12
233,5
233,8
234,5
234,8
235,5
235,23
236,5
236,7
237,5
237,3
237,21
238,30
239,5
239,8
240,5
240,8
241,5
241,8
242,5
242,6
242,24
243,5
243,26
244,5
244,8
245,5
245,12
246,5
246,8
247,5
247,12
248,5
248,8
248,20
248,19
249,5
249,8
250,5
250,2
251,5
251,9
252,5
252,8
253,5
253,8
253,1
254,5
254,11
255,11
255,5
256,5
256,16
257,5
257,8
257,19
257,6
258,5
258,7
258,26
258,6
259,5
259,8
260,5
260,8
260,7
261,5
261,8
262,5
262,4
263,5
263,14
263,8
263,19
263,7
264,5
264,4
265,5
265,8
266,5
266,8
267,5
267,8
268,5
268,26
268,6
269,1
269,8
270,1
270,17
270,18
271,1
271,17
272,1
273,1
273,8
274,1
275,1
275,27
276,1
277,1
277,2
277,8
278,1
279,1
280,1
281,1
281,2
282,1
282,26
282,24
283,1
284,1
285,1
285,27
286,1
286,12
287,1
288,1
288,4
289,1
290,1
290,5
290,26
291,1
292,1
292,7
292,20
293,1
294,1
295,1
296,1
296,5
297,1
297,12
298,1
299,1
300,1
301,1
302,1
302,8
302,7
303,1
303,7
304,1
304,2
304,7
305,1
306,1
307,1
308,1
309,1
310,1
310,2
310,26
311,1
311,2
311,15
312,1
312,18
312,7
313,1
313,23
313,26
314,1
314,26
315,1
315,8
315,2
315,18
316,3
316,8
316,1
316,2
316,6
316,24
317,1
317,8
317,2
318,1
318,2
319,1
319,8
319,2
320,3
320,8
320,6
320,24
321,3
321,8
322,3
322,2
322,6
322,24
323,3
323,8
323,2
323,6
323,24
324,3
324,2
325,3
325,8
325,19
326,3
326,6
326,24
327,3
327,6
327,24
328,3
328,2
329,3
329,8
329,2
330,3
330,2
330,6
330,24
331,3
331,8
331,2
331,6
331,24
332,3
332,8
332,2
333,3
334,3
334,8
335,3
335,2
336,3
336,2
337,3
337,2
338,3
338,2
338,15
339,3
339,24
340,3
340,2
341,3
341,2
342,3
342,8
343,3
344,3
345,3
345,8
345,2
346,3
346,2
346,6
346,7
347,3
347,8
347,6
347,24
348,3
348,2
349,3
349,2
350,3
350,2
350,6
351,3
351,2
352,3
352,8
353,3
353,2
354,3
355,3
355,1
355,18
355,6
355,24
356,3
356,8
356,2
356,6
356,10
356,24
357,3
357,2
357,7
358,3
358,2
359,3
360,3
360,2
361,3
361,2
362,3
362,2
363,3
363,2
364,3
364,2
364,24
364,6
365,3
365,2
366,3
366,1
367,3
367,8
367,1
367,2
368,3
368,8
368,2
368,6
368,24
369,3
369,2
369,4
370,3
370,2
371,3
371,1
372,3
373,3
373,2
373,6
373,24
374,5
374,26
374,11
375,5
375,26
375,11
376,5
376,26
376,11
377,5
377,26
377,11
378,5
378,26
378,11
379,2
379,5
379,26
379,11
380,5
380,26
380,11
381,5
381,26
381,11
382,5
382,26
382,11
383,5
383,26
383,11
383,4
384,5
384,26
384,11
385,5
385,26
385,11
386,5
386,11
387,5
387,13
388,4
388,18
388,26
389,4
389,18
389,26
390,4
390,18
391,4
391,8
391,18
391,6
391,26
392,4
392,1
393,4
393,18
393,26
394,4
394,18
394,26
395,4
395,26
396,4
396,18
396,26
397,4
397,18
397,26
398,4
398,8
398,18
398,26
399,4
399,8
399,18
399,26
400,4
400,15
401,4
401,18
401,7
401,26
402,4
402,18
402,16
403,4
403,18
403,26
404,4
405,4
405,18
405,26
406,4
406,18
406,26
407,4
407,1
407,18
407,26
408,4
408,18
408,26
409,4
409,2
409,18
409,26
410,4
410,8
410,18
410,26
411,4
411,18
411,26
412,4
413,2
413,23
413,24
414,2
414,7
414,6
415,23
415,7
415,2
416,2
416,8
417,2
417,8
